score,algorithm,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
2259,Random Search,avellino,billingslea,clearance,delouis,exclusively,fechter,gootee,hullender,installers,jacobsen,kampmann,labbe,michler,natasha,odier,pectoral,quiroz,robbers,skirting,tungsrom,unsolicited,variably,woodcarver,xie,yerevan,zion
2121,Random Search,appalachians,bache,caustic,dwelled,epigenetic,fenced,gonce,hellenistic,imlay,jungles,kaczynski,lenin,marcantel,nikes,opp,prijedor,qualifying,recreate,schneiter,tearing,umm,vats,wesleyan,xaver,yilin,zentner
2201,Random Search,altland,bloodied,church,daren,entomologist,flatworm,girds,habig,intoxicates,juul,kiki,lavished,mutineers,negron,olmeda,professorship,querns,rowenta,sulzberger,tarpy,udall,vranos,white,xan,yehiya,zia
2560,Random Search,audible,brasilia,celebrity,demonstrated,eavesdrop,fondness,groin,hendon,indubiously,joan,kitagawa,luehrs,muting,noncumulative,obst,proteges,quenneville,rejoice,suitably,teffeteller,unambiguously,vantilburg,weyenberg,xenophon,yeti,zahler
2308,Random Search,antilla,biologists,clegg,dickman,etching,finevest,grassfield,himont,intercable,jordy,kauk,legerdemain,metolachlor,notaro,ordiway,partridges,qureshi,rye,shorts,teschner,uninformative,vanduyn,wilkins,xiaoping,yannone,ziglar
2210,Random Search,abramson,baghli,cornie,dvorak,eastend,facial,gatchel,hemocyanin,interdependence,jabbed,kruckenberg,laubenstein,mealer,norvell,orlean,pikus,quarks,revette,sheikh,tariff,unconscionable,vonnegut,whitish,xenos,yerena,zilber
2243,Random Search,arguable,baalbeq,celtic,daphne,ellzey,fusselman,giampa,homegrown,ishii,jerboas,kurtis,lockamy,marriages,nobatoshi,ostby,promiscuity,qawi,rabine,sillier,triples,underperforming,vanluven,woodwork,xylophone,yeakey,zotos
2204,Random Search,antill,botham,clementz,dividing,eccleston,frightening,gora,harra,intoning,jingoism,keir,lancers,mangel,nongovernmental,ordinaries,pens,quillon,raise,shandong,touchable,uwe,vista,wilhelmy,x,youtz,zaro
2323,Random Search,adversity,bobadilla,cinnamon,drabble,equations,finance,gortari,humphreys,individuality,joines,kile,lucero,mehdi,nicolay,overlaps,passport,questionnaire,rica,sprouted,tucked,underside,vases,wastefulness,xeriscape,yuval,zemel
2286,Random Search,angelika,brashers,celaya,darline,eisenbraun,fettuccine,gabrielli,hughy,infallibility,junket,kovacevic,lachapelle,mrotek,nowak,ochsner,partying,quisling,rulli,squarely,tokar,unwrap,victorine,waltermire,xanax,yazov,zipped
1989,Random Search,avana,biderman,chanted,disinform,eskey,feel,goude,hammas,importers,jacobine,krystal,lantz,mourning,nonsmokers,outmanned,pete,quintela,rioter,storing,tans,untoward,vernier,weirton,xiaoping,yankee,zenith
2250,Random Search,asbury,bierer,cannedy,devastate,ex,flatley,governmental,harbory,isomers,janota,komatani,lamely,misjudged,norvel,obrenovich,proffered,quiroz,rebelled,styrofoam,truncated,universes,vertel,wilber,xiang,yetman,zampino
2343,Random Search,activism,beilfuss,catch,dutkiewicz,environics,finanziario,guslan,herdsmen,inducted,jos,kemplin,lushly,mcgowen,nethery,opener,pejorative,qintex,reboard,scalped,trusted,understaffed,vanderwerff,wilting,xavier,yeiser,zeichner
2444,Random Search,airwave,balster,cheekbones,deshotel,egyptology,fibre,grenouille,how,initiators,jacintha,kraker,lumberton,mycenaean,nemos,oversensitive,prusinski,questionings,revolutionist,steelers,tumolo,unprintable,vastly,wringing,xanada,yapp,zeman
2369,Random Search,annualize,barasch,crystallizes,deatrick,electrolux,forging,godette,hassell,isu,jerald,kairamo,lasure,menhaden,noisiest,overgrowing,prospective,quist,rube,schoenfelder,truicko,uttered,villavicencio,wagster,xinjiang,yulian,zen
2213,Random Search,actuarial,barg,collar,deanna,extrudes,frankiewicz,germania,harboring,ingenuous,jason,kithcart,larussa,manatee,nutcrackers,ollila,painesville,quik,rothwax,semmler,thuot,unbeaten,varghese,worldvision,xanthe,yanni,zea
2174,Random Search,abzug,bruder,crume,deposi,evangeline,fernau,giangrande,hutzel,iraqis,jua,karpel,luckhardt,minchey,nonetheless,opossum,prestigious,quickened,realcap,slosh,thirteenth,unattainable,vertibrak,wion,xanthe,yaron,ziegenbein
2058,Random Search,asian,bassman,cornea,dearest,eisele,far,geographer,humanism,ivanna,joneses,kimberly,loge,megarry,nicotra,ouimette,playmate,qualifying,rodewald,syncopation,tomek,urgently,vaughan,willow,xena,yemen,zelasko
2096,Random Search,adela,brine,conclude,disciplines,ezekiel,facial,garamendi,hobson,incident,jostled,krim,leeder,milicent,novellus,opinions,petrosa,quiver,remarketed,slaten,turnbridge,ural,vipont,woodmac,xhosa,yarger,zarek
2155,Random Search,aristocratic,brideau,cashway,densest,exited,feltus,gessel,hannifin,isolde,jovian,kissinger,liberally,michelli,notetaker,orthodontists,pincher,quietest,riker,smoker,tomasine,ulam,vliet,wayt,xiaoyun,yaps,zorah
2045,Random Search,adverb,british,cecos,dieter,eilerman,florence,greinke,horne,inchcape,jetliner,kaylor,lowell,maina,nostrand,overstatements,pullbacks,quantified,royces,stooped,tripped,urge,vocals,wentzel,xena,yakovlev,zuzu
2276,Random Search,acres,biddy,cooperatively,debug,elbert,frilly,gillogly,hagee,interdictes,jumping,kington,loera,montemayor,normalizing,octopi,players,quiring,rigid,stull,teleological,underman,velocities,wiltsey,xiong,yellowing,zeppenfeld
2045,Random Search,adachi,blunted,clopper,drawback,ensnares,funnier,gatien,harmfulness,ignoble,jang,kuenstler,loveall,morrill,ness,oshell,pachinko,quotas,recruitment,sitcom,tamara,uptown,violante,wig,xuemei,yeaton,zentec
2032,Random Search,athas,blanked,chute,duvrees,epler,formalized,gest,hallquist,i,jaynes,kampfer,ludella,maxilla,norcross,oviatt,portsmouth,quieter,robberson,sledge,troendle,ushers,vonderhaar,warrant,xiaogang,yeldell,zhivkov
2007,Random Search,allemand,borre,carlstadt,dactyl,effortlessly,fibers,governess,helke,ikey,jour,kunsman,levingston,milton,navickas,osman,prudery,quinoco,rumbley,sassulo,thomison,unfeeling,vine,whitmer,xian,ynez,zick
2244,Random Search,andreski,berrill,crannell,duerson,erikson,flotilla,guesswork,hoare,indianola,jens,kocourek,leilia,mutinous,nivens,olivia,procreate,quarrying,rebukes,signal,trembling,uncompetitive,vanstraten,writ,xeroxed,yacko,zenda
2306,Random Search,airliners,buran,cavalier,donne,emissaries,flora,gieser,humorists,irrigate,jami,kitchen,lau,merlins,nongovernment,optek,politi,quartile,renovated,sundararajan,tipsy,unbiased,vanderwoude,wick,xu,yapp,zagorski
2400,Random Search,adjutant,bartol,craftspeople,dahle,esculent,fritsch,galka,helplessness,incrustation,jamail,klim,laham,momentous,novakovich,overstaffed,phonograph,quarterback,reverend,studdard,tener,undeniable,vibbert,wellies,xyvision,ydstie,zuchowski
2364,Random Search,avuncular,bees,carvers,delmastro,erika,fincke,goree,hartshorn,influences,jokerst,killed,lammey,mccandless,nazer,ostroff,pined,qui,ryava,speer,transcendental,undergarments,viatical,waldman,xue,yank,zillionaire
2442,Random Search,antidepressant,bruises,coalescence,drawls,extraordinarily,fadely,groebner,hassles,indigenous,jacqueline,kaltenbacher,longenecker,magna,negri,orsay,poremba,quarrels,ronco,steadily,turkic,unabridged,ventech,wellnitz,xinhua,yoshiro,zarroli
2195,Random Search,argosystems,bapna,comerica,dumps,elitists,fireside,goberstein,heady,immense,jehovah,krill,lentine,morena,nabozny,ortegon,parthenon,quits,reitan,supplant,testamentary,unigesco,varady,wen,x,yaros,zeiter
1992,Random Search,authoritative,brys,convened,disconnect,estey,flickered,goforth,holquin,ike,join,killed,lilco,micrometer,norstar,oxy,peers,quirke,rappelling,stroh,tigon,unsharpened,vim,wacho,xu,yenlu,zilber
2178,Random Search,ansari,biko,confrere,desperation,entre,frontier,gambill,hamling,ingold,jesperson,kesner,largo,maler,nicknames,ourada,pistols,questionnaire,reference,schering,transpose,unbridled,velazquez,worrying,xiong,yates,zartman
2181,Random Search,absoluteness,billig,champney,denkins,eased,fighters,ganong,hilsabeck,insisting,januszewski,kleczka,lequire,maccarone,nulton,okayed,pittman,quivering,ripke,standen,tehrani,upscale,vanduyn,walsworth,xebec,yankovich,zaffuto
1957,Random Search,aydelotte,bunchy,colossus,dayan,envision,functionally,gaily,heros,impish,johnathon,karyn,leopard,menatep,neathery,overgrowing,pogs,queerer,rucks,sayiid,tremain,unlawfully,virgil,weedy,xudong,yeamans,zelda
2260,Random Search,alhadeff,berend,cc,dvorsky,echography,freudenthal,gocke,howse,imprisons,jordy,kohlhepp,luff,marquiss,naught,ognibene,preceded,quarterdeck,restauranteur,schowalter,tappan,underrate,vanscoy,wilkening,xinhua,yasunori,zach
2120,Random Search,antenucci,behrle,chloe,directorate,exton,fabricators,gramm,hayashida,ita,jeziorski,kucher,lizhi,migues,nah,okonski,pineiro,quilting,risinger,shcherbitsky,tired,urness,vapid,winsome,xenophobia,yastrow,zigler
2283,Random Search,assured,bahrenburg,cadmium,deweiss,ennes,flatfish,giampapa,henney,intimation,jamar,kemmerer,lawrenz,militias,naomi,overworking,parekh,quincey,ramaker,stawski,toye,uncharacteristically,vitronics,waiters,xudong,yards,zerlinda
2121,Random Search,ausmus,battelle,conferred,drechsler,exempt,furgerson,gennett,hunky,ingalls,jesson,keno,lawhorn,metamorphose,nothings,observer,pomology,quarnstrom,revels,silverman,tuohy,untermeyer,various,willis,xiamen,youssef,zairian
1968,Random Search,alarice,blackmer,cablegram,dannemeyer,echoed,fuck,gean,honest,inalienable,jenning,kathi,lifespan,mehle,niver,oatley,pitcher,quattro,reine,schreibman,timko,urbanism,valleau,waltzes,xavier,yustef,zwart
2208,Random Search,anklets,bastyr,corrales,dorena,emily,fermenting,gieselman,headlee,inundations,juliette,krammes,leitha,medes,nottingham,onley,payrolls,quincey,renegotiated,smoking,theano,uzbekistan,vollbrecht,waiters,xaver,younker,zubin
2224,Random Search,aduliadae,burl,cliched,digressed,euromark,fusible,gammell,hanoi,interruptible,judged,kinghorn,loanloss,mabry,nonreligious,orea,puritan,quadruple,robicheaux,schweiss,turbulence,ural,vagueness,warlike,xiaoping,yoder,zera
2012,Random Search,aggressive,budz,crance,damons,entwisle,fasting,gerasimov,hafez,isolate,jocylan,kummer,leery,moratorium,nairn,oscilloscope,pedley,quilting,righter,shekels,terrors,urda,vitanza,windowpane,xan,youman,zubin
2250,Random Search,andorra,burg,caledonian,dramas,escrowed,faz,gyp,hemorrhage,initialing,japans,klugt,lead,mateja,nyquist,overextend,pik,quilali,ridgely,substitution,tortorici,usines,vaccinia,watery,xenophobic,yaohan,zeal
2074,Random Search,altfest,breitkreutz,cayer,datacomm,elderly,finian,grayest,haton,ignoble,jifeng,kitchens,ledeen,moonlight,niemeyer,ordella,peninsula,queuing,rackets,subconsciously,throws,unbeknown,vinci,weakens,xerxes,yohe,zipless
1993,Random Search,alpirez,bahamas,canoeing,donelson,envied,forst,glaser,helgesen,inadvertently,jessye,klepper,lubben,meurer,nudes,orchestras,pergande,quavering,ravi,suave,trove,uncanny,vala,wiping,xudong,yeager,zinno
2128,Random Search,analyzes,belak,cranial,dumler,enterococcus,fun,gadsden,herdt,im,jitters,krane,lowy,makarewicz,northwood,osberg,paulhamus,quilted,ringer,snaps,tailings,undeserving,vannelli,woolbright,xuan,yarrington,zwick
2364,Random Search,arouses,bribes,carcinogens,dentremont,embalm,fumidor,grocers,hustled,irishness,jowett,kavanagh,loneliness,meningitis,niland,opticians,pinter,questech,raisbeck,seidman,thunderstorm,underwhelm,viars,wilfried,xantippe,yasuyoshi,zico
1931,Random Search,antitank,babler,carpets,denouement,econships,faupel,guilder,horen,isu,joles,klimek,lerach,magana,noel,osbourne,processing,quantum,reefs,stiles,titcomb,urness,vain,wenrich,xeroxing,yum,zollner
2086,Random Search,adabelle,brossman,cissie,determines,eyrich,falke,gobbledygook,heath,inactive,jodi,kivett,longenecker,mcnish,nale,omani,pilots,quantified,rabinovitz,snuff,tinkey,ungermann,vitelli,wilfried,xiaoping,yearned,zuri
2228,Random Search,amfesco,buchler,cockeyed,drifters,explanations,foodie,gasparini,hughson,isomers,jersey,kenway,lipkin,maricopa,noteworthy,osher,pompadur,quamme,rejects,schlitter,tilden,underclassmen,vogler,wilmeth,xantippe,youmans,zylstra
2525,Random Search,aberrational,babysitting,commemorated,dekalb,eades,fenian,gheen,heoroico,inlex,jacobo,kovacik,larivee,marielito,northernmost,oysters,potamkin,questions,reines,storytelling,trefethen,unfathomable,vintages,weisenborn,xyvision,yun,zoh
2421,Random Search,auguring,blueprints,cowboy,decreased,err,forbes,genetic,hayloft,illiterate,jurors,kunka,lowery,mummey,neuharth,organizations,plunking,quintuplet,regenerated,speculator,tennent,untried,versteeg,watermelons,xiao,yablonsky,zabinski
2434,Random Search,alton,backstairs,cellulose,dinmukhamed,econships,fenter,giovanetti,hamlets,inconsequential,juhnke,kiehl,liau,mccard,nugett,openwork,prevented,qmax,reflection,skateboard,tincher,unaccustomed,valleys,walberg,xylogic,ying,zajicek
2179,Random Search,attentive,baybank,calmat,dingy,eusebio,fiscus,gulf,hansa,imburgia,jacka,kane,lamarca,mules,nobatoshi,orlan,pacs,quaintly,restrictiveness,solan,timeline,undoubtedly,vacationers,wisel,xylogic,yoshiro,zuckerman
2371,Random Search,awhile,brideau,colleges,dermatologist,engelberta,fingerprinted,gadzinski,hjelm,ita,jamrog,kerbow,laible,moping,noodle,offerers,performative,qubilah,reisinger,stefanski,tune,umbilical,vallis,warplane,xeroxing,yunker,zloty
2293,Random Search,actors,brusky,cilantro,dittemore,exfoliate,forebears,gadberry,houstonian,ironclad,jordon,keleman,lapeyrouse,mancinelli,neoliberal,outnumbered,propellants,qin,richts,schists,tricking,underdown,vivra,woodburn,xscribe,youthful,zang
2129,Random Search,amended,budzinski,criticized,damme,expressive,forand,goddam,hanvey,integra,july,knockouts,lisec,marotz,noftsker,oslund,probing,quilling,richison,steeper,tingler,unstructured,valles,wingate,xeroxes,yell,zenna
2115,Random Search,artois,baroque,caspar,deadweight,eurobonds,fusaro,greason,hemo,impacted,journeyman,kassler,lasko,memo,niners,ortlieb,pobla,quenzer,rehability,stetter,touvier,uncollected,vohs,wilkinson,x,yelle,zamorano
2230,Random Search,appia,boton,cutest,dioxides,emmick,fluctuations,gattuso,haydock,itami,jimerson,karlsen,laughlin,maston,niland,overprotection,perri,quiver,rainwater,scrip,toniest,uncomfortable,video,warlick,xinhua,yanked,zachi
2070,Random Search,archer,belgard,carver,daya,encroaches,froh,gordie,hauge,increments,jostes,keepers,longfield,maxima,nuzzle,ohioan,piche,quicktime,restful,scraps,tiramisu,unsaid,vanetten,wicklander,xylogics,yossi,ziemba
2284,Random Search,aisling,blan,cd,dothan,edbert,fusner,glamorous,heading,indifferent,jessop,koth,lynching,maldonado,nydegger,obrenovich,patristic,quarreling,repeat,sundermeyer,thrills,underperformed,vandervort,winegar,xenophobic,yokoyama,ziemer
2033,Random Search,ardin,biosys,crapser,disastrously,eskimos,formats,greber,hornyak,iason,jelled,koolhaas,layne,medar,niko,overmatch,prudit,quaranta,roza,starin,trahern,unicorn,volcanically,workings,xiamen,yanick,zapp
2344,Random Search,anthropomorphic,blowtorches,clairvoyance,dqalpha,esterline,faustus,garnered,huntsman,iceskating,jug,knicks,luxuriant,micom,ninefold,outcome,pellerin,quincy,rossmiller,sentras,thumbs,underplay,vescio,whitcomb,xuan,yosemite,zieman
2206,Random Search,ajay,bernard,cauthorn,dina,ewes,forsythe,groined,hora,intrauterine,joked,kurihara,lewinski,mcmuffin,nadal,ohlson,philina,quadriceps,renovatable,spago,trusts,unaccustomed,virge,whitmore,xtra,yandow,zelotes
2524,Random Search,allure,byproducts,chinh,debs,ekaterina,fluids,graper,honore,inflexibility,josephine,kinkle,locates,minervini,northerners,onions,prentnieks,qualification,rediffusion,spreitzer,tindall,udy,veasley,wolpert,xenophobia,yardley,zajic
2085,Random Search,ahmadi,boisvert,canyons,downwardly,extraction,flutters,grinder,helt,ikeda,joanou,ken,linguistic,molson,neupogen,outweighs,pieces,quechee,requalify,sacilor,tipper,urged,valenta,woodfield,xylona,yokich,zook
2189,Random Search,adulterate,bierley,coltsfoot,dragone,erra,feis,godunov,hereditary,ibarra,jilted,kvistad,legislates,minelli,nighttime,outlet,pastries,quiescent,rightists,snover,terminations,udolf,vines,witts,xinhua,yanofsky,zotter
2436,Random Search,arrowroot,boyter,country,depreciable,elsbury,filson,grindrod,hatfield,identa,jolliff,kempson,lauded,mccollum,notifications,outwit,procession,quaking,rednecks,skillfully,transtechnology,unify,vincente,wallenstein,xi,yepez,zeigler
2451,Random Search,airmen,braille,clearer,diekman,elopes,ferdinand,godfather,hypocrisy,insistently,jaster,kratochvil,lapeyrouse,minns,nineteenth,orchestrating,plastered,quenches,realizes,starke,telecommuting,underclassmen,vickerman,wingard,xuedong,yeshiva,zealous
1890,Random Search,amerman,beneficial,coward,donizetti,enochs,feiler,geisert,hedlund,ivie,johnathon,kokinda,luelle,marked,northern,osprey,poythress,quakers,rhett,snohomish,townes,unwary,vajna,wendel,xiong,your,zalman
1885,Random Search,autorads,burkhalter,cocked,disch,eloy,fluvial,gadding,harkrader,il,jabril,knabb,lukins,morass,noon,occurs,pliny,quarries,reli,seceding,tieszen,unharmed,venable,weekender,xylona,yoshiro,zukin
2164,Random Search,arriortua,backfield,changed,doolin,ecuadoran,feldpausch,gonsales,hoock,istook,janosko,kneisel,laycock,mancusi,nir,olk,prithvi,querry,reruns,slipshod,tucson,uncritically,vanorden,watertown,xenophobic,youman,zimmerly
2124,Random Search,angeloni,balaban,crumbling,denner,elicits,footfall,guarantor,heredia,invariable,janiak,krenn,lumb,madam,norwyn,opp,powered,quill,rec,stronghold,tokarz,unsmiling,verve,weingart,xiaoyun,yawner,zeien
2072,Random Search,amarilla,beddors,cosman,decor,eurobonds,feist,gettle,hurrell,infected,jiangsu,knifelike,ludwick,makings,newton,overdoes,put,quinon,restaurateurs,sassi,tubman,unexploded,vansickel,wyborn,xeriscape,yorrick,zettle
2396,Random Search,amenity,bahls,councilwomen,damn,emmet,featherstone,goods,hasta,inhalant,justesen,k,landholder,magnesite,navarra,ortegon,pinelli,quilici,reusable,spiritualist,taher,undulating,vanderheide,winland,xoma,younkins,zaria
2140,Random Search,axt,bagnell,candlish,decorum,elbaum,freeholder,guttmann,haase,ignorance,jarrod,krupnick,lancer,makro,novosel,okoniewski,provide,quarrying,reine,slackened,teletypes,unexplored,voiles,walgren,xscribe,yeske,zingaro
2229,Random Search,anorexic,bronwen,cringed,delahanty,emberson,forte,githens,hua,indignities,juki,kyllo,leindecker,mutters,nonsense,off,polkinghorn,quicksands,rusk,skellenger,tyranny,unfavorably,vacated,wix,xiao,yanis,zink
